CustomerID,Recency,Frequency,Monetary,Diversity,Cluster,Segment
14001,46,3,2043.0800000000002,34,1,Champions
14002,134,2,529.73,47,1,Lost / At Risk
14004,43,7,4582.64,102,3,Champions
14005,10,5,2874.72,53,3,Champions
14006,116,3,962.19,22,1,Loyal Customers
14009,198,2,695.61,42,1,Loyal Customers
14012,278,1,328.8,11,2,Lost / At Risk
14013,110,3,473.02,30,1,Lost / At Risk
14014,77,1,505.18,39,2,Lost / At Risk
14015,53,1,917.34,20,0,Need Attention
14016,162,4,4341.21,154,1,Loyal Customers
14019,47,3,1421.6100000000001,37,1,Champions
14020,17,2,642.8,37,0,Potential Loyalists
14021,155,3,631.9,22,1,Lost / At Risk
14022,225,1,440.0,28,2,Lost / At Risk
14023,7,2,584.07,30,0,Potential Loyalists
14024,122,2,327.7,16,2,Lost / At Risk
14027,61,1,104.82,6,2,Need Attention
14029,63,2,467.66,15,2,Need Attention
14030,18,8,2360.09,210,3,Champions
14031,7,19,17286.86,119,3,Champions
14032,2,11,2975.59,53,3,Champions
14034,22,3,651.8199999999999,82,1,Potential Loyalists
14035,29,5,1428.02,41,1,Champions
14036,285,1,626.65,38,2,Lost / At Risk
14037,176,2,147.20000000000002,27,2,Lost / At Risk
14038,78,3,1560.38,64,1,Loyal Customers
14039,33,1,152.2,6,2,Potential Loyalists
14040,41,12,3614.92,146,3,Champions
14041,266,1,141.41,21,2,Lost / At Risk
14044,27,4,652.82,165,1,Potential Loyalists
14045,109,4,1659.75,4,2,Loyal Customers
14046,284,1,154.99,14,2,Lost / At Risk
14047,9,5,1308.6100000000001,22,0,Champions
14048,305,1,409.93,83,2,Lost / At Risk
14049,17,4,5681.72,348,3,Champions
14050,32,2,746.36,49,1,Champions
14051,1,23,15610.390000000001,52,3,Champions
14052,20,1,225.35999999999999,56,0,Potential Loyalists
14053,124,2,260.25,2,2,Lost / At Risk
14054,65,1,92.46000000000001,6,2,Need Attention
14055,106,1,725.6400000000001,10,2,Lost / At Risk
14056,1,23,8214.65,320,3,Champions
14057,24,17,6217.96,179,3,Champions
14059,267,1,183.6,8,2,Lost / At Risk
14060,5,19,6140.42,86,3,Champions
14062,10,12,10464.85,60,3,Champions
14064,29,5,1353.74,59,1,Champions
14066,267,1,152.55,7,2,Lost / At Risk
14067,64,2,374.7,51,1,Need Attention
14068,320,1,265.85,22,2,Lost / At Risk
14071,4,8,1438.82,271,3,Champions
14073,32,1,151.04,13,2,Potential Loyalists
14075,5,3,942.26,33,0,Champions
14076,129,1,122.47,43,2,Lost / At Risk
14077,41,5,499.42,33,1,Potential Loyalists
14078,102,6,1049.37,46,1,Loyal Customers
14079,125,1,375.1,12,2,Lost / At Risk
14080,33,1,45.599999999999994,4,2,Potential Loyalists
14081,302,2,934.52,126,1,Loyal Customers
14082,365,1,182.25,28,2,Lost / At Risk
14083,4,9,1018.43,162,3,Champions
14085,2,18,4448.54,272,3,Champions
14087,3,1,194.42,61,0,Potential Loyalists
14088,10,13,50491.81,379,3,Champions
14089,57,1,161.0,13,2,Need Attention
14090,325,1,76.32000000000001,1,2,Lost / At Risk
14092,8,14,4076.9100000000003,117,3,Champions
14093,12,1,442.85,95,0,Potential Loyalists
14096,4,17,65164.79,1119,3,Champions
14098,37,1,147.35,21,2,Potential Loyalists
14099,16,11,3104.17,167,3,Champions
14100,138,1,194.9,24,2,Lost / At Risk
14101,74,6,5976.79,15,1,Loyal Customers
14102,5,5,1360.28,35,0,Champions
14104,155,2,216.21,21,2,Lost / At Risk
14105,239,1,1266.23,74,1,Lost / At Risk
14107,52,7,2703.23,61,1,Loyal Customers
14108,31,2,597.91,33,0,Potential Loyalists
14109,73,1,144.2,9,2,Need Attention
14110,4,12,5683.15,94,3,Champions
14111,14,4,692.85,10,0,Champions
14112,23,7,2915.15,117,3,Champions
14113,4,4,1840.42,26,0,Champions
14114,274,2,386.53,15,2,Lost / At Risk
14116,20,5,1382.74,61,1,Champions
14117,144,1,90.0,3,2,Lost / At Risk
14121,4,4,2780.15,148,3,Champions
14124,84,1,419.58,4,2,Lost / At Risk
14125,11,3,2740.43,159,3,Champions
14126,8,3,706.1300000000001,14,0,Champions
14127,123,3,709.71,39,1,Loyal Customers
14128,61,2,637.5,40,1,Need Attention
14129,2,5,1123.8600000000001,31,0,Champions
14130,319,1,483.86,66,2,Lost / At Risk
14132,2,11,3586.03,100,3,Champions
14133,130,3,605.64,25,1,Lost / At Risk
14135,2,15,4690.31,95,3,Champions
14138,2,2,982.38,40,0,Champions
14139,46,1,415.82,26,0,Potential Loyalists
14140,4,2,935.05,60,0,Champions
14141,3,4,915.13,27,0,Champions
14142,373,1,311.81,22,2,Lost / At Risk
14143,134,1,115.8,7,2,Lost / At Risk
14145,47,4,3742.2,6,1,Champions
14146,9,5,4191.0,183,3,Champions
14147,78,2,483.4,4,2,Lost / At Risk
14148,234,1,157.2,3,2,Lost / At Risk
14149,221,1,446.62,28,2,Lost / At Risk
14150,36,2,658.64,23,0,Potential Loyalists
14152,75,2,621.29,47,1,Need Attention
14154,239,2,1345.62,52,1,Loyal Customers
14155,266,1,118.75,6,2,Lost / At Risk
14156,10,55,117379.63,714,3,Champions
14157,20,2,432.88,45,0,Potential Loyalists
14158,40,1,507.65999999999997,41,0,Potential Loyalists
14159,20,11,4693.01,501,3,Champions
14161,216,3,1110.52,87,1,Loyal Customers
14162,174,2,289.36,25,2,Lost / At Risk
14163,87,4,2445.91,36,1,Loyal Customers
14164,71,2,1631.77,28,1,Loyal Customers
14165,276,1,122.53999999999999,23,2,Lost / At Risk
14167,39,4,574.84,27,1,Potential Loyalists
14171,98,1,363.79,57,2,Lost / At Risk
14173,11,4,450.84,28,0,Potential Loyalists
14174,33,1,134.46,26,0,Potential Loyalists
14175,60,3,3222.3,139,1,Loyal Customers
14176,297,4,576.9000000000001,28,1,Lost / At Risk
14177,86,4,559.41,37,1,Lost / At Risk
14178,9,7,1620.93,191,3,Champions
14179,41,2,719.78,135,1,Champions
14180,11,25,4748.52,112,3,Champions
14184,67,1,452.89,24,2,Need Attention
14185,331,1,197.65,3,2,Lost / At Risk
14188,31,6,2054.36,34,1,Champions
14189,2,15,4654.08,176,3,Champions
14191,2,13,4684.76,145,3,Champions
14193,68,2,853.39,35,1,Loyal Customers
14194,5,21,11349.52,269,3,Champions
14195,202,2,1012.0,7,2,Loyal Customers
14196,107,1,335.52,6,2,Lost / At Risk
14198,18,4,701.4,35,0,Champions
14199,218,1,185.39999999999998,2,2,Lost / At Risk
14201,60,7,747.44,32,1,Loyal Customers
14204,2,1,161.03,36,0,Potential Loyalists
14205,17,2,466.7,23,0,Potential Loyalists
14206,239,1,328.15999999999997,20,2,Lost / At Risk
14208,95,1,151.74,10,2,Lost / At Risk
14209,11,6,2073.43,55,3,Champions
14210,106,6,1905.8400000000001,66,1,Loyal Customers
14211,53,9,2241.1,87,3,Loyal Customers
14212,90,1,1070.48,9,2,Lost / At Risk
14214,31,5,1004.38,64,1,Champions
14215,12,6,1789.72,98,3,Champions
14216,3,4,1839.3,47,3,Champions
14217,2,17,2004.98,78,3,Champions
14218,43,1,169.48000000000002,12,2,Potential Loyalists
14219,4,1,89.94,7,0,Potential Loyalists
14220,247,2,632.4000000000001,21,2,Lost / At Risk
14221,42,9,3432.8,123,3,Champions
14222,177,1,683.17,41,2,Lost / At Risk
14223,92,3,991.13,50,1,Loyal Customers
14224,110,4,1050.1200000000001,105,1,Loyal Customers
14226,29,5,2232.19,64,1,Champions
14227,26,10,3350.96,117,3,Champions
14229,52,3,1547.2,29,1,Loyal Customers
14231,184,3,925.71,47,1,Loyal Customers
14232,43,5,2048.07,81,1,Champions
14233,49,4,1462.72,30,1,Champions
14234,22,4,775.46,122,1,Champions
14235,75,5,3144.86,65,1,Loyal Customers
14236,81,2,490.86,15,2,Lost / At Risk
14237,373,1,161.0,9,2,Lost / At Risk
14238,326,1,146.85,8,2,Lost / At Risk
14239,43,11,2380.85,83,3,Champions
14240,30,2,890.34,37,0,Champions
14241,184,1,213.70000000000002,10,2,Lost / At Risk
14242,235,2,280.55,13,2,Lost / At Risk
14243,9,10,2588.77,99,3,Champions
14245,220,2,1693.45,107,1,Loyal Customers
14246,111,3,1474.06,57,1,Loyal Customers
14247,278,1,136.77,19,2,Lost / At Risk
14248,318,1,302.58,8,2,Lost / At Risk
14250,7,3,1904.05,94,3,Champions
14251,2,5,2879.7000000000003,37,3,Champions
14256,260,2,969.0600000000001,51,1,Loyal Customers
14257,64,5,3099.7200000000003,88,1,Loyal Customers
14258,9,9,12669.98,58,3,Champions
14259,142,1,120.0,5,2,Lost / At Risk
14261,51,2,1163.45,52,1,Champions
14262,8,8,2618.23,87,3,Champions
14264,155,2,333.97,15,2,Lost / At Risk
14265,109,2,530.18,31,1,Lost / At Risk
14267,163,3,1516.24,25,1,Loyal Customers
14270,332,1,492.65000000000003,29,2,Lost / At Risk
14271,226,1,112.32000000000001,10,2,Lost / At Risk
14272,74,2,437.96,33,1,Need Attention
14273,51,4,559.97,22,1,Potential Loyalists
14276,99,3,1119.74,52,1,Loyal Customers
14277,15,3,4216.2,195,3,Champions
14280,197,1,134.04,8,2,Lost / At Risk
14282,3,15,3729.34,70,3,Champions
14284,31,2,595.25,24,0,Potential Loyalists
14285,21,4,1910.01,18,1,Champions
14286,24,3,4628.75,220,3,Champions
14287,8,3,176.63,9,0,Potential Loyalists
14288,213,1,426.6,16,2,Lost / At Risk
14289,9,6,911.26,33,0,Champions
14290,11,5,2314.65,89,3,Champions
14291,2,11,3883.25,145,3,Champions
14292,8,9,4871.93,64,3,Champions
14293,3,4,1046.56,51,0,Champions
14295,40,1,166.20000000000002,5,2,Potential Loyalists
14297,18,4,1305.33,48,1,Champions
14298,8,44,51527.3,884,3,Champions
14299,8,9,3965.62,94,3,Champions
14300,19,1,43.2,3,2,Potential Loyalists
14301,117,1,640.14,13,2,Lost / At Risk
14304,223,1,383.45,17,2,Lost / At Risk
14305,71,3,1858.96,96,1,Loyal Customers
14306,51,2,2093.32,33,1,Champions
14307,89,6,2995.7200000000003,150,1,Loyal Customers
14309,8,9,2352.53,74,3,Champions
14311,243,1,310.26,20,2,Lost / At Risk
14312,47,6,1611.5900000000001,74,1,Champions
14314,107,1,120.0,8,2,Lost / At Risk
14315,45,6,2481.13,64,1,Champions
14317,65,1,508.58,24,2,Need Attention
14320,207,2,477.79,29,2,Lost / At Risk
14321,11,5,1530.75,111,3,Champions
14323,115,2,605.0600000000001,32,1,Lost / At Risk
14326,242,1,183.85,8,2,Lost / At Risk
14327,163,1,311.65000000000003,12,2,Lost / At Risk
14329,17,7,5014.84,218,3,Champions
14331,124,2,462.66,27,2,Lost / At Risk
14332,23,3,866.3100000000001,22,0,Champions
14333,68,1,415.2,15,2,Need Attention
14334,17,8,2552.21,98,3,Champions
14335,16,2,468.26,55,0,Potential Loyalists
14336,17,4,1614.91,77,1,Champions
14338,161,2,588.22,30,2,Lost / At Risk
14339,243,1,309.52000000000004,14,2,Lost / At Risk
14340,219,1,134.7,6,2,Lost / At Risk
14341,45,8,2182.28,109,3,Champions
14342,21,4,668.5600000000001,18,0,Potential Loyalists
14344,127,8,889.9300000000001,56,1,Loyal Customers
14345,39,1,108.98,6,2,Potential Loyalists
14346,121,2,1021.58,55,1,Loyal Customers
14348,260,1,409.57,18,2,Lost / At Risk
14349,10,1,133.5,31,0,Potential Loyalists
14350,274,1,282.93,18,2,Lost / At Risk
14351,165,1,51.0,1,2,Lost / At Risk
14352,157,4,1078.96,44,1,Loyal Customers
14353,215,1,90.6,6,2,Lost / At Risk
14354,6,2,163.62,9,0,Potential Loyalists
14355,366,1,174.4,11,2,Lost / At Risk
14356,80,2,701.23,33,1,Loyal Customers
14357,43,1,225.77,39,0,Potential Loyalists
14359,19,3,912.1800000000001,44,0,Champions
14360,32,4,2128.23,104,1,Champions
14362,22,1,161.2,37,0,Potential Loyalists
14364,109,8,3717.35,61,1,Loyal Customers
14367,8,16,9261.52,270,3,Champions
14368,320,1,155.0,8,2,Lost / At Risk
14371,295,1,100.5,4,2,Lost / At Risk
14373,358,1,76.55,4,2,Lost / At Risk
14375,185,1,257.68,57,2,Lost / At Risk
14377,191,2,617.05,11,2,Lost / At Risk
14379,44,2,348.1,39,0,Potential Loyalists
14381,52,1,202.68,56,0,Need Attention
14382,26,1,626.07,121,1,Potential Loyalists
14383,38,3,1247.69,49,1,Champions
14385,9,3,202.10999999999999,13,0,Potential Loyalists
14386,297,1,142.4,7,2,Lost / At Risk
14387,33,3,1770.56,125,1,Champions
14388,10,8,3212.84,124,3,Champions
14389,65,2,1043.46,33,1,Loyal Customers
14390,10,9,4652.82,135,3,Champions
14393,218,1,67.95,5,2,Lost / At Risk
14395,2,9,3507.71,181,3,Champions
14396,65,2,487.99,71,1,Need Attention
14397,3,19,2612.96,18,3,Champions
14400,149,1,574.7,25,2,Lost / At Risk
14401,4,13,4051.48,113,3,Champions
14403,130,4,1475.81,17,1,Loyal Customers
14404,34,6,1474.32,70,1,Champions
14406,119,1,156.75,8,2,Lost / At Risk
14407,107,6,2157.73,67,1,Loyal Customers
14408,11,7,2606.53,60,3,Champions
14409,71,6,2059.4500000000003,40,1,Loyal Customers
14410,92,9,1105.07,153,1,Loyal Customers
14411,311,1,1063.0,14,2,Lost / At Risk
14412,43,2,770.03,43,1,Champions
14413,362,1,122.7,22,2,Lost / At Risk
14414,92,7,1496.98,79,1,Loyal Customers
14415,1,13,5900.28,283,3,Champions
14416,22,2,490.22,13,0,Potential Loyalists
14418,4,3,1937.25,114,3,Champions
14419,11,6,1058.06,112,3,Champions
14420,99,1,387.52,29,2,Lost / At Risk
14421,57,2,813.11,25,1,Loyal Customers
14422,1,6,4263.64,189,3,Champions
14423,218,1,265.2,3,2,Lost / At Risk
14424,18,1,322.08,1,2,Potential Loyalists
14426,24,10,4481.67,183,3,Champions
14427,50,2,363.34000000000003,16,0,Potential Loyalists
14428,7,5,1244.83,108,3,Champions
14431,303,1,470.36,17,2,Lost / At Risk
14432,10,6,2255.51,256,3,Champions
14434,22,6,1372.8,3,0,Champions
14436,99,1,89.06,9,2,Lost / At Risk
14437,366,1,63.0,5,2,Lost / At Risk
14438,306,1,131.9,9,2,Lost / At Risk
14439,320,1,2661.24,32,1,Lost / At Risk
14440,8,5,2357.68,33,3,Champions
14441,1,4,1712.89,43,3,Champions
14442,205,2,1589.82,58,1,Loyal Customers
14443,54,4,1420.2,84,1,Loyal Customers
14446,1,4,1039.58,233,3,Champions
14447,19,5,1163.23,54,1,Champions
14448,9,2,375.35,20,0,Potential Loyalists
14449,19,4,907.1,201,1,Champions
14450,181,3,483.25,32,1,Lost / At Risk
14451,60,2,662.59,86,1,Need Attention
14452,11,2,264.44,55,0,Potential Loyalists
14453,190,1,119.93,22,2,Lost / At Risk
14456,5,9,3062.4,580,3,Champions
14457,311,1,113.64,4,2,Lost / At Risk
14459,155,1,1837.92,37,1,Lost / At Risk
14460,110,3,434.34,14,2,Lost / At Risk
14461,148,3,2103.06,173,1,Loyal Customers
14462,66,11,2004.02,150,3,Loyal Customers
14463,98,3,529.62,6,2,Lost / At Risk
14465,247,3,1058.6200000000001,107,1,Loyal Customers
14466,29,7,2272.4,35,1,Champions
14467,18,4,598.76,67,1,Potential Loyalists
14470,12,2,461.19,43,0,Potential Loyalists
14472,104,8,1936.84,153,1,Loyal Customers
14473,74,2,234.34,7,2,Need Attention
14474,46,1,547.66,29,0,Potential Loyalists
14475,72,3,925.85,35,1,Loyal Customers
14476,257,1,215.7,17,2,Lost / At Risk
14477,20,4,1309.6,7,0,Champions
14479,254,2,316.25,18,2,Lost / At Risk
14480,11,1,279.05,13,0,Potential Loyalists
14481,165,2,636.51,25,2,Lost / At Risk
14482,18,6,2068.15,110,3,Champions
14483,282,1,137.1,9,2,Lost / At Risk
14484,50,1,321.92,14,2,Potential Loyalists
14485,39,1,165.75,44,0,Potential Loyalists
14487,27,6,1196.33,112,1,Champions
14488,68,1,1064.28,46,1,Need Attention
14489,207,1,463.38,30,2,Lost / At Risk
14491,175,2,340.93,17,2,Lost / At Risk
14493,7,5,2383.2400000000002,95,3,Champions
14494,26,1,139.56,7,2,Potential Loyalists
14495,51,2,123.80000000000001,6,2,Potential Loyalists
14496,312,2,538.8100000000001,16,2,Lost / At Risk
14497,309,1,475.37,29,2,Lost / At Risk
14498,43,5,1957.32,162,1,Champions
14499,26,3,815.32,146,1,Champions
14500,88,3,356.85,6,2,Lost / At Risk
14501,184,2,251.21,9,2,Lost / At Risk
14502,20,11,2470.67,368,3,Champions
14503,3,6,3543.26,113,3,Champions
14504,47,4,673.26,85,1,Potential Loyalists
14505,17,8,5905.64,540,3,Champions
14506,17,5,2012.17,204,3,Champions
14507,24,6,1383.18,79,1,Champions
14508,22,2,276.42,52,0,Potential Loyalists
14511,11,5,1314.81,53,1,Champions
14512,188,2,275.28,19,2,Lost / At Risk
14513,101,3,455.59000000000003,11,2,Lost / At Risk
14514,61,3,1055.35,65,1,Loyal Customers
14515,18,6,2102.09,68,3,Champions
14517,33,2,330.45,17,0,Potential Loyalists
14518,64,1,174.37,16,2,Need Attention
14520,2,2,270.6,3,0,Potential Loyalists
14522,24,4,974.54,15,0,Champions
14523,108,1,241.09,12,2,Lost / At Risk
14524,32,9,1867.68,161,3,Champions
14525,20,9,4332.2,217,3,Champions
14527,3,55,8508.82,330,3,Champions
14528,37,1,364.21999999999997,18,0,Potential Loyalists
14529,60,3,620.04,177,1,Need Attention
14530,26,6,2925.91,140,3,Champions
14532,236,4,932.85,45,1,Loyal Customers
14533,25,7,1949.72,53,1,Champions
14534,3,18,4447.05,331,3,Champions
14535,60,3,2864.19,280,1,Loyal Customers
14536,260,1,171.8,18,2,Lost / At Risk
14537,58,1,355.56,10,2,Need Attention
14538,65,2,388.25,19,2,Need Attention
14539,16,2,537.48,31,0,Potential Loyalists
14540,10,3,996.26,64,0,Champions
14541,59,8,1461.65,71,1,Loyal Customers
14542,186,1,103.25,5,2,Lost / At Risk
14543,29,16,3630.33,43,3,Champions
14544,24,2,2024.45,97,1,Champions
14546,5,5,2578.09,250,3,Champions
14547,4,8,4007.54,198,3,Champions
14548,151,2,652.8,2,2,Lost / At Risk
14549,311,1,289.24,56,2,Lost / At Risk
14550,11,2,765.62,38,0,Champions
14551,18,2,186.23,9,0,Potential Loyalists
14552,152,1,165.07,57,2,Lost / At Risk
14553,19,5,859.27,103,1,Champions
14554,10,4,2381.04,147,3,Champions
14555,57,2,324.14,18,2,Need Attention
14557,85,1,788.38,16,2,Lost / At Risk
14560,7,22,2237.77,39,3,Champions
14561,76,3,1080.76,67,1,Loyal Customers
14562,4,18,5074.77,187,3,Champions
14565,96,4,3099.12,111,1,Loyal Customers
14566,111,1,1432.0,4,2,Lost / At Risk
14567,57,2,1530.3600000000001,33,1,Loyal Customers
14569,1,1,227.39,10,0,Potential Loyalists
14570,281,2,218.06,29,2,Lost / At Risk
14572,3,7,2832.84,190,3,Champions
14573,180,9,1653.42,127,1,Loyal Customers
14576,372,1,35.400000000000006,1,2,Lost / At Risk
14577,13,4,859.71,86,1,Champions
14578,3,1,168.63,24,0,Potential Loyalists
14581,17,1,138.6,16,0,Potential Loyalists
14582,41,1,114.11,6,2,Potential Loyalists
14583,6,5,1052.55,243,3,Champions
14584,169,4,1042.26,68,1,Loyal Customers
14585,50,1,157.05,29,2,Potential Loyalists
14586,277,1,237.35999999999999,19,2,Lost / At Risk
14587,19,9,1601.14,170,3,Champions
14589,372,1,39.75,3,2,Lost / At Risk
14591,15,4,1447.14,138,1,Champions
14592,35,3,570.46,132,1,Potential Loyalists
14593,22,3,617.99,127,1,Potential Loyalists
14594,7,2,379.83,48,0,Potential Loyalists
14595,20,6,1740.6000000000001,94,3,Champions
14597,11,2,883.15,45,0,Champions
14598,44,1,221.97,49,0,Potential Loyalists
14600,306,1,393.33000000000004,25,2,Lost / At Risk
14601,11,1,213.96,7,0,Potential Loyalists
14603,275,1,660.0,2,2,Lost / At Risk
14606,1,93,12156.65,819,3,Champions
14607,16,14,16569.5,38,3,Champions
14608,4,4,1785.15,8,0,Champions
14609,72,4,601.56,2,2,Need Attention
14616,243,3,406.08000000000004,2,2,Lost / At Risk
14618,9,3,553.44,10,0,Potential Loyalists
14619,246,1,394.44,20,2,Lost / At Risk
14620,206,2,412.78000000000003,26,2,Lost / At Risk
14621,1,5,1788.3600000000001,80,3,Champions
14622,185,1,320.58000000000004,21,2,Lost / At Risk
14623,32,5,889.25,108,1,Champions
14624,57,2,225.85,13,2,Need Attention
14625,196,2,899.63,51,1,Loyal Customers
14626,24,4,2791.27,108,1,Champions
14628,91,2,671.96,22,1,Lost / At Risk
14629,4,2,959.01,133,0,Champions
14631,51,3,1006.98,38,1,Champions
14632,263,1,114.56,8,2,Lost / At Risk
14633,266,1,344.90000000000003,20,2,Lost / At Risk
14636,36,2,609.85,27,0,Potential Loyalists
14638,51,1,443.6,16,2,Potential Loyalists
14639,52,6,2984.4900000000002,138,1,Loyal Customers
14640,24,6,2125.08,87,3,Champions
14641,22,1,110.46000000000001,7,2,Potential Loyalists
14642,59,1,96.12,2,2,Need Attention
14643,170,2,693.8100000000001,30,1,Loyal Customers
14644,68,2,830.76,26,1,Loyal Customers
14645,157,2,597.09,28,2,Lost / At Risk
14646,2,73,280206.02,700,3,Champions
14647,201,1,243.22,24,2,Lost / At Risk
14649,5,4,1417.29,148,3,Champions
14651,67,2,654.6,95,1,Need Attention
14652,77,1,114.18,29,2,Lost / At Risk
14653,1,7,1947.55,154,3,Champions
14655,8,4,1932.23,35,0,Champions
14656,169,2,291.05,73,1,Lost / At Risk
14657,18,4,848.22,103,1,Champions
14658,5,2,247.15,27,0,Potential Loyalists
14659,9,9,2529.93,147,3,Champions
14660,87,2,285.74,24,2,Lost / At Risk
14661,27,1,107.95,4,2,Potential Loyalists
14662,29,4,771.17,143,1,Champions
14664,20,2,637.89,78,0,Potential Loyalists
14665,61,5,1835.7,63,1,Loyal Customers
14666,24,1,195.25,14,0,Potential Loyalists
14667,11,25,9241.2,354,3,Champions
14669,242,3,1269.99,158,1,Loyal Customers
14670,280,2,411.53,107,1,Lost / At Risk
14672,235,2,765.5500000000001,58,1,Loyal Customers
14673,3,5,1736.4,39,3,Champions
14675,16,1,604.75,93,0,Potential Loyalists
14676,31,6,2548.2400000000002,29,1,Champions
14680,25,16,28754.11,73,3,Champions
14681,71,3,498.95,6,2,Need Attention
14682,188,2,52.0,1,2,Lost / At Risk
14684,26,5,1236.28,231,1,Champions
14687,107,1,628.38,15,2,Lost / At Risk
14688,8,21,5630.87,148,3,Champions
14689,209,1,112.80000000000001,13,2,Lost / At Risk
14690,44,2,371.7,40,0,Potential Loyalists
14691,31,5,2114.33,50,1,Champions
14692,137,4,591.55,53,1,Lost / At Risk
14693,265,1,172.9,8,2,Lost / At Risk
14696,4,7,2078.95,117,3,Champions
14697,218,2,188.61,22,2,Lost / At Risk
14698,2,5,1250.76,148,3,Champions
14699,214,1,109.13000000000001,8,2,Lost / At Risk
14700,32,3,2235.3,80,1,Champions
14701,11,9,2549.37,268,3,Champions
14702,1,17,3292.14,196,3,Champions
14703,15,1,318.17,22,0,Potential Loyalists
14704,11,9,1546.91,288,3,Champions
14705,199,1,179.0,1,2,Lost / At Risk
14708,3,3,1126.3700000000001,25,0,Champions
14709,15,13,4921.04,71,3,Champions
14710,14,4,606.13,124,1,Potential Loyalists
14711,10,11,2868.8,221,3,Champions
14712,29,3,917.07,21,0,Champions
14713,9,11,2666.36,146,3,Champions
14714,24,1,160.19,10,0,Potential Loyalists
14715,25,4,867.38,60,1,Champions
14716,43,2,329.68,46,0,Potential Loyalists
14719,2,5,1602.13,177,3,Champions
14720,6,3,663.81,34,0,Potential Loyalists
14722,147,1,187.92,28,2,Lost / At Risk
14723,10,6,1158.3,193,3,Champions
14725,25,1,718.08,45,0,Potential Loyalists
14727,274,1,268.58,10,2,Lost / At Risk
14729,374,1,313.49,69,2,Lost / At Risk
14730,1,8,2005.06,317,3,Champions
14731,47,3,380.02,38,1,Potential Loyalists
14732,8,8,2702.4900000000002,105,3,Champions
14733,16,12,9585.91,102,3,Champions
14735,4,32,6065.6900000000005,99,3,Champions
14737,4,3,1164.55,15,0,Champions
14738,43,7,1314.45,39,1,Champions
14739,4,7,3902.28,47,3,Champions
14740,197,3,1448.21,85,1,Loyal Customers
14741,12,6,1400.3400000000001,35,1,Champions
14744,16,7,1099.98,21,0,Champions
14745,113,5,1220.26,46,1,Loyal Customers
14747,249,1,328.2,18,2,Lost / At Risk
14748,29,5,1415.75,87,1,Champions
14752,44,1,389.64000000000004,5,2,Potential Loyalists
14753,87,1,563.15,30,2,Lost / At Risk
14754,45,2,638.05,38,1,Potential Loyalists
14755,10,11,5010.28,128,3,Champions
14756,15,1,738.96,38,0,Potential Loyalists
14757,75,1,420.5,19,2,Need Attention
14758,145,4,1484.06,54,1,Loyal Customers
14759,5,3,1625.97,92,0,Champions
14760,297,1,89.2,5,2,Lost / At Risk
14761,59,2,255.9,11,2,Need Attention
14762,264,1,300.52,21,2,Lost / At Risk
14764,47,1,278.3,6,2,Potential Loyalists
14765,29,3,254.11,38,0,Potential Loyalists
14766,8,6,2473.37,111,3,Champions
14768,17,2,192.60000000000002,4,0,Potential Loyalists
14769,3,8,10674.75,718,3,Champions
14770,232,2,876.4200000000001,49,1,Loyal Customers
14772,112,1,139.26,9,2,Lost / At Risk
14775,58,3,1011.9,57,1,Loyal Customers
14776,51,11,2538.2999999999997,44,3,Champions
14778,127,2,730.86,34,1,Loyal Customers
14779,281,3,386.15,40,1,Lost / At Risk
14780,55,2,447.68,26,0,Need Attention
14782,320,1,200.10000000000002,6,2,Lost / At Risk
14784,26,2,289.99,15,0,Potential Loyalists
14785,10,2,77.4,2,0,Potential Loyalists
14788,7,2,679.44,26,0,Champions
14789,29,1,197.64,6,2,Potential Loyalists
14790,17,4,745.06,30,0,Champions
14792,64,1,6.2,2,2,Need Attention
14793,21,1,228.99,14,0,Potential Loyalists
14794,3,7,1319.91,68,3,Champions
14795,166,1,131.45000000000002,6,2,Lost / At Risk
14796,1,17,8022.49,403,3,Champions
14798,53,3,173.74,11,2,Need Attention
14799,51,1,157.7,13,2,Potential Loyalists
14800,48,12,4339.74,246,3,Champions
14801,61,1,193.14,56,2,Need Attention
14803,162,3,845.5500000000001,35,1,Loyal Customers
14804,9,1,353.27,12,0,Potential Loyalists
14805,15,4,554.65,30,0,Potential Loyalists
14806,75,1,193.39000000000001,11,2,Need Attention
14808,40,8,2741.17,176,3,Champions
14810,41,11,2087.88,106,3,Champions
14813,370,2,155.43,25,2,Lost / At Risk
14815,37,2,778.5,53,1,Champions
14816,197,1,271.85,4,2,Lost / At Risk
14817,200,2,1110.34,52,1,Loyal Customers
14818,74,3,657.8,41,1,Need Attention
14819,64,2,272.07,13,2,Need Attention
14820,21,4,507.29,24,0,Potential Loyalists
14821,367,1,48.800000000000004,2,2,Lost / At Risk
14823,180,3,321.43,56,1,Lost / At Risk
14824,10,4,1127.71,19,0,Champions
14825,4,12,2226.9100000000003,82,3,Champions
14828,197,3,2139.76,17,1,Loyal Customers
14829,29,4,697.55,39,1,Champions
14830,53,1,197.13,39,2,Need Attention
14834,18,6,1720.3,43,1,Champions
14836,10,3,102.45,5,0,Potential Loyalists
14837,90,4,1649.5,96,1,Loyal Customers
14840,268,1,62.85,4,2,Lost / At Risk
14841,53,6,3295.76,103,1,Loyal Customers
14842,44,4,2824.69,128,1,Champions
14844,64,4,3189.81,87,1,Loyal Customers
14847,149,1,309.40000000000003,13,2,Lost / At Risk
14849,22,25,7930.54,159,3,Champions
14850,312,1,325.75,21,2,Lost / At Risk
